333333, 10000000, 100.000000, 1.001604
444444, 10000000, 100.000000, 1.001603
400210186, 10000000, 100.000000, 1.001611
400195979, 10000000, 100.000000, 1.001596
400172679, 10000000, 100.000000, 1.001603
349834264, 10000000, 100.000000, 1.001588
987643897, 10000000, 100.000000, 1.001608
576486578, 10000000, 100.000000, 1.001594
498503923, 10000000, 100.000000, 1.001611
129747594, 10000000, 100.000000, 1.001610
333333, 10000000, 300.000000, 1.013727
444444, 10000000, 300.000000, 1.013771
400210186, 10000000, 300.000000, 1.013760
400195979, 10000000, 300.000000, 1.013704
400172679, 10000000, 300.000000, 1.013736
349834264, 10000000, 300.000000, 1.013689
987643897, 10000000, 300.000000, 1.013799
576486578, 10000000, 300.000000, 1.013722
498503923, 10000000, 300.000000, 1.013782
129747594, 10000000, 300.000000, 1.013781
333333, 10000000, 500.000000, 1.037900
444444, 10000000, 500.000000, 1.038002
400210186, 10000000, 500.000000, 1.038011
400195979, 10000000, 500.000000, 1.037930
400172679, 10000000, 500.000000, 1.037992
349834264, 10000000, 500.000000, 1.037883
987643897, 10000000, 500.000000, 1.038098
576486578, 10000000, 500.000000, 1.037984
498503923, 10000000, 500.000000, 1.038070
129747594, 10000000, 500.000000, 1.038069
333333, 10000000, 700.000000, 1.076722
444444, 10000000, 700.000000, 1.076804
400210186, 10000000, 700.000000, 1.076901
400195979, 10000000, 700.000000, 1.076754
400172679, 10000000, 700.000000, 1.076906
349834264, 10000000, 700.000000, 1.076763
987643897, 10000000, 700.000000, 1.077006
576486578, 10000000, 700.000000, 1.076790
498503923, 10000000, 700.000000, 1.077010
129747594, 10000000, 700.000000, 1.076971
333333, 10000000, 900.000000, 1.135925
444444, 10000000, 900.000000, 1.136098
400210186, 10000000, 900.000000, 1.136282
400195979, 10000000, 900.000000, 1.136084
400172679, 10000000, 900.000000, 1.136207
349834264, 10000000, 900.000000, 1.136080
987643897, 10000000, 900.000000, 1.136282
576486578, 10000000, 900.000000, 1.135998
498503923, 10000000, 900.000000, 1.136578
129747594, 10000000, 900.000000, 1.136410
333333, 10000000, 1100.000000, 1.227729
444444, 10000000, 1100.000000, 1.227821
400210186, 10000000, 1100.000000, 1.228050
400195979, 10000000, 1100.000000, 1.227786
400172679, 10000000, 1100.000000, 1.228052
349834264, 10000000, 1100.000000, 1.227860
987643897, 10000000, 1100.000000, 1.228077
576486578, 10000000, 1100.000000, 1.227677
498503923, 10000000, 1100.000000, 1.228845
129747594, 10000000, 1100.000000, 1.228324
333333, 10000000, 1300.000000, 1.378151
444444, 10000000, 1300.000000, 1.378098
400210186, 10000000, 1300.000000, 1.378561
400195979, 10000000, 1300.000000, 1.378527
400172679, 10000000, 1300.000000, 1.379010
349834264, 10000000, 1300.000000, 1.378552
987643897, 10000000, 1300.000000, 1.378832
576486578, 10000000, 1300.000000, 1.378461
498503923, 10000000, 1300.000000, 1.380141
129747594, 10000000, 1300.000000, 1.379054
333333, 10000000, 1500.000000, 1.656142
444444, 10000000, 1500.000000, 1.656220
400210186, 10000000, 1500.000000, 1.656645
400195979, 10000000, 1500.000000, 1.657760
400172679, 10000000, 1500.000000, 1.658319
349834264, 10000000, 1500.000000, 1.657059
987643897, 10000000, 1500.000000, 1.658853
576486578, 10000000, 1500.000000, 1.657361
498503923, 10000000, 1500.000000, 1.660700
129747594, 10000000, 1500.000000, 1.657029
333333, 10000000, 1700.000000, 2.312626
444444, 10000000, 1700.000000, 2.318213
400210186, 10000000, 1700.000000, 2.314712
400195979, 10000000, 1700.000000, 2.320581
400172679, 10000000, 1700.000000, 2.319143
349834264, 10000000, 1700.000000, 2.316524
987643897, 10000000, 1700.000000, 2.323805
576486578, 10000000, 1700.000000, 2.319463
498503923, 10000000, 1700.000000, 2.330796
129747594, 10000000, 1700.000000, 2.315788
333333, 10000000, 1900.000000, 5.634211
444444, 10000000, 1900.000000, 5.661196
400210186, 10000000, 1900.000000, 5.627992
400195979, 10000000, 1900.000000, 5.663992
400172679, 10000000, 1900.000000, 5.655318
349834264, 10000000, 1900.000000, 5.629691
987643897, 10000000, 1900.000000, 5.729153
576486578, 10000000, 1900.000000, 5.651198
498503923, 10000000, 1900.000000, 5.729507
129747594, 10000000, 1900.000000, 5.642396
333333, 10000000, 1999.000000, 218.028607
444444, 10000000, 1999.000000, 787.674049
400210186, 10000000, 1999.000000, 317.676173
400195979, 10000000, 1999.000000, 407.047048
400172679, 10000000, 1999.000000, 523.163654
349834264, 10000000, 1999.000000, 272.761585
987643897, 10000000, 1999.000000, 431.842684
576486578, 10000000, 1999.000000, 368.426284
498503923, 10000000, 1999.000000, 690.524619
129747594, 10000000, 1999.000000, 548.313099
333333, 10000000, 1990.000000, 49.783129
444444, 10000000, 1990.000000, 58.094533
400210186, 10000000, 1990.000000, 48.636150
400195979, 10000000, 1990.000000, 50.691660
400172679, 10000000, 1990.000000, 55.048416
349834264, 10000000, 1990.000000, 49.776355
987643897, 10000000, 1990.000000, 49.956032
576486578, 10000000, 1990.000000, 47.798012
498503923, 10000000, 1990.000000, 57.041447
129747594, 10000000, 1990.000000, 51.360034
