333333, 10000000, 400.000000, 0.562450, 0.000000
444444, 10000000, 400.000000, 0.562612, 0.000000
400210186, 10000000, 400.000000, 0.562566, 0.000000
333333, 10000000, 400.000000, 5.992999, 0.000000
444444, 10000000, 400.000000, 5.999663, 0.000000
400210186, 10000000, 400.000000, 5.997045, 0.000000
400195979, 10000000, 400.000000, 6.007646, 0.000000
400172679, 10000000, 400.000000, 6.009868, 0.000000
349834264, 10000000, 400.000000, 6.001722, 0.000000
987643897, 10000000, 400.000000, 6.014646, 0.000000
576486578, 10000000, 400.000000, 6.005107, 0.000000
498503923, 10000000, 400.000000, 6.027276, 0.000000
129747594, 10000000, 400.000000, 5.999098, 0.000000
333333, 10000000, 400.000000, 5.992999, 1.000000
444444, 10000000, 400.000000, 5.999663, 1.000000
400210186, 10000000, 400.000000, 5.997045, 1.000000
400195979, 10000000, 400.000000, 6.007646, 1.000000
400172679, 10000000, 400.000000, 6.009868, 1.000000
